Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Business Analyst,-1,"Civix is seeking to hire an experienced Business Analyst to join the Client Services team within our EM Grants Business Unit. The EM Grants team has a Grants Management software product that is used by Emergency Management Agencies in the United States to manage Federal and State Grant money mainly tied to disaster recovery projects. The EM Grants team maintains, enhances, implements and supports this Grants Management software product.
Our company requires an experienced Business Analyst to work with our clients to understand their requirements, work with a technical team to propose solutions and document scope for client sign off and approval. We are looking for individuals who can multitask, love working with clients, are detail oriented, have excellent communication skills, and can use advanced problem solving skills.
General ResponsibilitiesLead the analysis effort with clients on custom software development projectsAnalyze and formulate solutions to business problems including workflow diagrams/process mapsBuild software prototypes and/or screen wireframesWrite functional and technical specifications for DevelopersPresent the results of analysis, application functionality, and solution design to clientsAssist with developing testing strategies and performing testing activitiesShow initiative and speak up; successfully present to groups of people without stage frightChallenge the status quo; don’t just accept what is presentedOperate independently in a fast paced and demanding work environment where strong organization and multitasking skills are requiredThis is a remote opportunity. We will only be accepting applications until September 24, 2021.
Required Skills and ExperienceExperience authoring software requirements and specifications documents such as Business Requirements Documents (BRD), Functional Specifications Documents (FSD), etc.Must be able to demonstrate a good understanding of BABOK principles.Must have experience with custom off the shelf software that requires customizationProven work experience as a Business Analyst for custom software implementationsTesting experience and experience facilitating User Acceptance Testing (UAT)Experience either leading or being part of a team that has taken a system liveExcellent client-facing and internal written and verbal communication skillsSolid organizational skills with attention to detail and multi-tasking skillsExcellent verbal/written communications and presentation skills requiredExperience in consulting with clients on custom software development projects requiredExceptional analytical and problem solving skillsAbility to create project plans to communicate business analysis approach, deliverables, and estimatesExperience in presenting the results of analysis and application functionality to clientsLeadership skills, business acumen and ability to demonstrate to clients a complete command and understanding of the business needs, problems, issues, and prioritiesMust be adaptable, flexible, and creative. Must be able to visualize and communicate the end vision.Not just track tasks from a high level but get down in the details, understand the problems, and come up with solutionsMust be located within United States or Canada, and must be willing and able to travel to/within the United States to meet clients onsite (must meet travel requirements to enter the USA)Project Management training and/or experience considered an asset
Education/CertificationDiploma or Bachelor’s DegreeCBAP or related similar certifications would be considered an asset",3.7,"Civix
3.7",Ottawa,-1,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
"Junior Analyst, Business Analytics",-1,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients.
At CIBC, we embrace your strengths and your ambitions, so you are empowered at work. Our team members have what they need to make a meaningful impact and are truly valued for who they are and what they contribute.
To learn more about CIBC, please visit CIBC.com
Job Description
What You’ll Be Doing
As a Junior Analyst, you will work on a team of consultants to primarily support managing service and access requests from various LOB’s on/off boarding new staff . You will be equally acting as a consultant on a variety of projects and accelerators representing Simplii’s operations teams, its interfaces, back office functions and the related systems on which we depend.
At CIBC we enable the work environment most optimal for you to thrive in your role. Details on your work arrangement will be discussed at the time of your interview.
How You’ll Succeed
Application of your Deep Knowledge - Using your years of experience with Simplii and material technical knowledge to resolve client escalations that could not be resolved through our front line channels while looking for trends and eliminating recurrence when possible.
Successful Project Delivery – Consult on a variety of projects, initiatives and accelerators driving the requirements and solution ensuring they are compliant, effective and have the client at the forefront.
Active Program Support – Develop procedures from established process, create user documentation and provide training support.
Implementation support – Verification of changes in production to ensure there is no client impact and all is operating as designed.
Who you are:
 You put our clients first. You engage with purpose to find the right solutions. You go the extra mile, because it's the right thing to do.
 You're driven to succeed. You are motivated by accomplishing your goals and delivering your best to make an impact.
 You engage with your heart and mind. You care about people and understand different perspectives. You listen and learn from the experiences of others.
 You understand that success is in the details. You notice things that others don't. Your critical thinking skills help to inform your decision making.
 You act like an owner. You thrive when you're empowered to take the lead, go above and beyond, and deliver results.
What CIBC offers
At CIBC, your goals are a priority. We start with your strengths and ambitions as an employee and strive to create opportunities to tap into your potential. We aspire to give you a career, rather than just a paycheck.
We work to recognize you in meaningful, personalized ways including a competitive salary, incentive pay, banking benefits, a health benefits program, defined benefit pension plan, an employee share purchase plan and MomentMakers , our social, points-based recognition program .
Our spaces and technological toolkit will make it simple to bring together great minds to create innovative solutions that make a difference for our clients .
We cultivate a culture where you can express your ambition through initiatives like Purpose Day; a paid day off dedicated for you to use to invest in your growth and development
What you need to know
CIBC is committed to creating an inclusive environment where all team members and clients feel like they belong. We seek applicants with a wide range of abilities and we provide an accessible candidate experience. If you need accommodation, please contact Mailbox.careers-carrieres@cibc.com
You need to be legally eligible to work at the location(s) specified above and, where applicable, must have a valid work or study permit
CIBC is committed to doing our part to protect our team, our clients and our communities. We want to ensure we have a safe and healthy workplace, and we want to do our part to get through this pandemic. In keeping with this commitment, and as a condition of employment, CIBC requires all successful candidates to be fully vaccinated against COVID-19 as of their start date, or provide written proof of a medical exemption, or other substantiated accommodation request under applicable human rights legislation.
Job Location
Toronto-161 Bay St., 4th
Employment Type
Regular
Weekly Hours
37.5
Skills",3.9,"CIBC
3.9",Toronto,-1,10000+ Employees,1867,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
Business Analyst - Health Practice,CA$64K - CA$73K (Glassdoor est.),"Business Analyst - Health Practice
montreal
Montreal, Quebec, Canada
Please note that this position is remote. Candidates must have an eligible work permit for Canada and be fluent in French.

Do you want to experience the essence of a large organization in a company with a personal touch? Come and work with us! We are looking for creative, innovative, and collaborative people like you to join our team.
At the heart of Alithya’s values is the well-being of our employees and their families. That's why we continue to follow the Public Health Agency of Canada’s recommendations closely.

We remain close to you, while keeping our distance via Phone, Microsoft Teams, Zoom or however you like.

Take your ambitions to the next level
As a member of the Health Practice team, you will be involved in large-scale interventions and projects in the Quebec health sector and will contribute to the implementation of this practice within Alithya.
Gather, document, and analyze business needs;
Develop solutions, analyze impacts, and make recommendations while taking into account budgetary commitments and delivery deadlines;
Translate business requirements into functional and configuration requirements;
Act as an intermediary between the client and the IT team to ensure that the needs are well understood and that the delivered solutions meet expectations;
Provide support to the team so that issues and problems are resolved in a proactive manner;
Produce quality deliverables and ensure that delivered solutions are properly documented;
Comply with IT procedures and standards and promote IT best practices.

When it just clicks!
Does this sound like you?
Bachelor's degree in Management, Business Informatics, or equivalent;
Five (5) years of experience in Information Technology as a Business Analyst;
Good knowledge of the healthcare sector and its work processes;
IIBA certification or training in business analysis (asset);
Analytical skills, structured approach, and a focus on quality;
Good team player and excellent interpersonal skills;
Dynamic, autonomous, and highly motivated by new challenges;
Communication with teams in French and English. Level expected:
French: 4/4
English: 3/4
39413 #LI-Remote
Life at Alithya
37.5 hours per week;
Opportunities to develop and grow your career;
Work with diverse technologies, projects, clients and sectors;
Spend your days in a creative and innovative environment;
Share experience and knowledge as part of an agile and dynamic team;
A great balance between work and personal life;
Access to exciting educational opportunities (internal, conferences, events, courses, certifications, etc.);
Personal recognition of your important professional contributions;
Great cultural diversity across our teams.
Why join our team?
Because creativity, passion, integrity and wellness are the company’s core values, we are looking for people like you who are enthusiastic, innovative, open-minded, team players and eager to learn.

Working at Alithya is a chance to be part of an energetic, dynamic, and growing team of more than 2,000 professionals in Canada, the United States and France. Our diverse practices and the extensive major projects entrusted to us by our prestigious clients allows us to offer many high growth potential opportunities to our employees in well-established technologies.

Alithya Group is an advocate for workforce diversity and as such, encourages the participation of women in management roles. We belong to the 30% Club, which encourages women’s access to leadership positions.",3.6,"Alithya
3.6",Montreal,-1,1001 to 5000 Employees,1992,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
Business Analyst,-1,"BUSINESS ANALYST Vancouver, Canada (preferred) or Remote across North America in Pacific Time zoneRentMoola is a multi-award-winning platform and one of the fastest-growing fintech companies in North America. RentMoola empowers tenants to take control of their finances and landlords to mitigate risks through a simple, integrated, and secure solution that is powered by a diverse ecosystem of global partners.LetUs By RentMoola builds a cohesive community between landlord and tenants and brings eCommerce flexibility, convenience, and inclusivity to the rental industry. The company is disrupting the space by providing access to liquidity with its “Rent Now, Pay Later” and 0% interest consumer credit solutions. To date, RentMoola has processed billions of dollars and millions of transactions in rent and utilities payments. The company supports over 260 Large Landlords/Property Managers and half a million units through their client base and API partnerships.THE ROLEAs a Business Analyst, you must be a self-starter who has experience working in a SaaS environment. A track record of strong communication whilst working with business stakeholders to understand business needs, drivers, and direction in order to align initiatives appropriately into releases. This role will be working in the Pacific Time Zone (PST).KEY RESPONSIBILITIESDeliver the roadmap:· Develop business expertise in the payment and property management areas.· Gather business requirements, perform user research, and lead the documentation process.· Drive the progress of epics and features into user stories in narrative and visual formats.· Work closely with the Product Managers, Developers and QA to develop, monitor, and manage the progress of feature development and deployments to production.· Communicate project status to the Product Manager.Product/Feature ownership:· Act as the main point of contact for production issues in your respective area (identifying root causes and solutions)Product Success Measurement:· Occasionally communicate with clients for feedback regarding product success, product usability, product merge efficiency and to identify product enhancement opportunities.Support internal stakeholders:· Work with cross-functional teams and clients to support the go to market strategy.REQUIRED QUALIFICATION & SKILLS· Bachelor's Degree in Finance, Accounting, Computer Science or Management Information System.· 1-3 years’ experience as a Business Analyst in a SaaS environment.· 1-3 years’ experience gathering requirements, conducting testing, and deploying new product.· 1-3 years’ experience connecting designers, engineers, and QA, keeping all contributors on track for the product roadmap.· Passion for using technology to provide business solutions.· Experience with software development in property management technology (Proptech) or Fintech is a plus.· You have strong analytical skills and able to understand and interpret the underlying matters.· Effective communication skills, both verbal and written.· Desire to work with teams in multiple countries and across time zones.· Fluency in English.WHY WORK WITH RENTMOOLA?· Make your mark! Enhance your skills and fast-track your career within this high growth role.· Get rewarded for your wins. Earn a competitive salary and performance-based commissions plus generous benefits and paid time off.· Join a thriving team of driven and talented problem-solvers dedicated to a mission of changing the current landscape of online payments solutions within our industry.Job Types: Full-time, PermanentAdditional pay:Bonus payBenefits:Dental careExtended health careLife insurancePaid time offVision careWork from homeSchedule:8 hour shiftMonday to FridayApplication question(s):Please share the link of your LinkedIn profile. (Mandatory)Education:Bachelor's Degree (required)Language:English at a professional level (required)",-1,RentMoola,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1
ISL 24R - Business Analyst,CA$71K - CA$81K (Employer est.),"***Please DO NOT apply for this position by submitting your profile on this BC Government Hiring Centre website. Applications must be made via the following directions***

Bring your business analysis experience to serve democracy in British Columbia.
Join an innovative and recognized leader in electoral administration.
Business Analyst (IS 24)
Competition #EBC2022-01
Full-time, permanent under the Public Service Act
Information Systems 24 (IS 24) - $70,950.63 to 80,892.74 annually
(includes 6.6% Temporary Market Adjustment)
Victoria, B.C.
Posting close date: February 6, 2022
Technology is playing a growing role in election administration to address compliance, efficiency and service challenges. This position is part of Elections BC’s Information Technology (IT) program area, which provides the information management systems, computer infrastructure and technical services Elections BC requires. These systems support all aspects of the electoral process, including candidate nominations, voting, counting, and financial disclosure. The Business Analyst will help support these systems, including those used in 87 temporary district electoral offices established across the province during a provincial election.
Modernizing the voting process to use more technology will be a major focus for Elections BC leading up to the next provincial election in 2024. These modernization efforts will be the most significant changes to election administration in B.C. in over 25 years. Our Business Analysts will have a direct role in shaping the systems that will support these historic changes. Their contributions will also be essential to solve challenging business problems and provide exemplary service to voters and other electoral stakeholders.
To be successful, our Business Analysts must apply a strong skill set in eliciting business requirements, and be capable of leading the planning, design, testing and implementation stages of the systems development lifecycle in a fast-paced work environment. They need to be motivated, detail-oriented, and must enjoy collaborating with internal stakeholders and other IT professionals to find the best possible solutions.
If you are seeking a role that values collaboration, offers meaningful work, and emphasizes teamwork, integrity, creativity and respect, we look forward to your application.
Who we are
Elections BC is the independent Office of the Legislature responsible for administering provincial elections in British Columbia. We also administer other events like referenda, and oversee campaign financing rules for local elections.
We are a learning organization where teams collaborate and innovate to find the best possible solutions. We value accountability, impartiality, transparency, innovation, respect, service and integrity, and strive to recognize individual ability and creativity.
What we offer
Our team makes a difference for voters in British Columbia. We work to ensure an accessible and inclusive democratic process for all eligible voters in the province.
As an independent and non-partisan Office of the Legislature, our permanent, excluded Schedule A employees receive the following Public Service benefits:
35 hour work week
Public Service Pension and seniority
4+ weeks paid vacation
Flexible health care and dental benefits
Employee and Family Assistance program
Professional development

Elections BC has a hybrid work model where staff are supported to work part of their time in the office and part of their time from home, when operationally feasible. All staff work in office during electoral events. We believe that flexibility in where we work supports our culture of community and work-life balance, while maintaining productivity, engagement and collaboration.
Job Requirements
To be considered for this position, your application must clearly demonstrate how you meet the education and experience as outlined below:
Education and experience:
Completion of a bachelor’s degree in computer science or related discipline from a recognized post-secondary institution and two years of recent (within the last three years), related experience; OR
Diploma in a related discipline and three years of recent, related experience; OR
Certificate in a related discipline and four years of recent, related experience
A minimum of five years of recent, related experience
Recent, related experience must include:
Experience in planning, leading, and communicating effective walk through and business requirements, design, architecture and specification changes to stakeholders.
Experience translating business processes into technical specifications.
Experience leading IT systems projects and/or project teams.

How to Apply to this Job:

For complete details on this opportunity, please review the job posting and application instructions on the Elections BC website at www.elections.bc.ca/jobs.

DO NOT SUBMIT your application through this Recruitment System. Applications submitted through this Recruitment System will NOT be accepted.",3.9,"BC Public Service
3.9",Victoria,-1,10000+ Employees,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
Junior Business Analyst,-1,"At Parkland, our purpose is to Power Journeys & Energize Communities. We are a prominent independent supplier and marketer of fuel and petroleum products and a leading convenience store operator. As One Parkland team, we proudly serve diverse retail, commercial and wholesale customers across Canada, the United States, the Caribbean region, and South America. We power a growing family of locally known brands including Fas Gas Plus, Pioneer, RaceTrac, Superpumper, Ultramar, Chevron, Esso, and ON the RUN.
We recognize that diversity gives us an edge and inclusion propels us forward. We’re also a passionate team of down-to-earth achievers, committed to getting our customers, colleagues and communities further, faster. As such, we welcome talented individuals that have a variety of perspectives, backgrounds, and industry experience who will contribute to the success of our One Parkland team.
Position Title: Junior Business Analyst
Team and Location: IT – Calgary, AB
Position Summary:
The Junior Business Analyst will be responsible for supporting a variety of applications and processes, ensuring a positive experience of the organization’s customers, partners, suppliers, and employees. The role includes managing content standards, coordinating global changes, and working with users to maintain systems they support. This position will work with business and other IT users to understand the underlying business processes and related technical processes of systems they support to implement and deliver enhancements.
Key Responsibilities:
Responsible for completing requests and tasks in a variety of supported applications.
Acts as IT liaison for internal and external contacts related to assigned systems.
Interacts and coordinates with the business to understand and document business requirements.
Actively involved in and contributes throughout the SDLC process and/or Change Approval Board Process.
Responsible for analysis, translation, and simplification of business requirements to technical and functional requirements.
Assists business with developing business cases.
Incident Management, provide assistance with diagnosis and resolution of production issues.
Provides Subject Matter Expert (SME) knowledge to the prioritizing process for business requests.
Qualifications and Skills:
Post-secondary education in Computer Science would be an asset however relevant experience or related education would also be considered.
Knowledge of change management methodology.
Knowledge of the Software Development Life Cycle.
Business Analyst Certification would be an asset.
Analytical problem solving.
Technical writing skills.
Effective communication for technical and non-technical audiences.
We Offer:
Our Performance-based Annual Incentive Plan, an annual bonus awarding your performance.
A share in our success through the Employee Share Purchase Plan and 100% company matching.
Flexible medical and dental packages, a Health Care Spending Account, along with a supportive Employee and Family Assistance Program.
A focus on healthy living through wellness initiatives and an annual fitness reimbursement program.
Participation in Parkland Pledge, an employee-driven charitable giving program.
An employee referral program – earn up to $2000 for your referral.
In-house learning and development opportunities, leadership training, international opportunities.
Discount Programs and Educational Scholarship Programs for family members.
A safety focused work environment and ongoing safety training.
Please note:
Candidates must be legally able to work in Canada at this time. Parkland regrets that it is unable to sponsor employment Visas.
Parkland Corporation is committed to the principles of Employment Equity. We strive to provide accessibility in employment to ensure equal access to employment opportunities for candidates, including persons with disabilities. Parkland Corporation will endeavour to provide accommodation to persons with disabilities in the recruitment process upon request. If you are selected for an interview and you require accommodation due to a disability, please notify us upon scheduling your interview.
Please note that final candidates for this position will be required to undergo a confidential pre-employment background check which may include but not be limited to educational, criminal, credit, drug and alcohol and/or Fitness for Duty testing.",3.6,"Parkland Corporation
3.6",Calgary,-1,1001 to 5000 Employees,1977,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1
Business Systems Analyst,-1,"Job Summary: As the Business Systems Analyst, you serve as a liaison between the Business and IT to provide solutions to their business system’s needs; Understands customers objectives, processes, and products as well as the business systems capabilities to formulate, define, document, and implement systems scope and objectives to develop and provides solutions.As a strategic thinker, you can inspire change within the organization and the ability to engage with our clients to understand and respond to their application needs in rapidly changing business environments.Job Description: Gather business and technical requirements using multiple elicitation techniques including but not limited to; interviews, surveys, document analysis, focus groups, interface analysis, prototyping, observation and brainstorming.Facilitate design sessions with business and technical teams to define solutionsAuthor project documents including but not limited to; business requirements, functional design, estimates and quality assurance, project plans.Write unambiguous requirements to a test executable level (functional and non-functional)Model processes using various notations (i.e., Unified Modeling Language (UML), Business Process Modelling Notation (BPMN), Workflows, Swim lanes etc.)Manage risks, assumptions, and constraints for requirements, and communicate to various stakeholdersPerform gap analysis to identify and recommend areas of process improvementActively collaborate with internal teams and external clients as requiredLiaise with development teams and project management to ensure commitments are being adhered to and delivered in a timely mannerSuccessfully engage in multiple initiatives simultaneouslyDeliver informative, well-organized presentations and showcases to partners at critical points in the projectCritically evaluate information gathered from various sources, reconciles conflicts, and decomposes high level information into appropriate details.Know how to identify and describe the work to be done on a project.Be able to effectively direct the flow of meetings and other conversations.Sketch out the work that is required to get something done, and then update as events warrant. Set a path for the team and stakeholders to follow and keep them moving on that path without formal authority.Identifying potential issues related to the solution and project execution and ensuring that they are addressed appropriately.Taking project challenges and problems to the right set of authorities at the right time. Ensuring that solution features and functions align with the project objectives and with requirements.Competency Requirements: Undergraduate degree or college diploma5-10 years of relevant career BA/BSA experience in a project-based Agile environment. Expert at requirements gathering, documentation, testing and developing high level plans.Professional certification, such as Six Sigma, CBAP, PBA or equivalentSolid understanding of the financial industryWorking knowledge of JIRA and Confluence environmentsHave proficiency with project-management specific tools (e.g., Microsoft Project)Knowledge of requirements elicitation techniquesExcellent familiarity with process modelling tools (i.e., Visio, etc.)Strong knowledge of software system design and software development processes (SDLC)Extensive experience and knowledge of design and documentation of API’sActively seeks out innovative solutions and opportunities for continuous improvementYou are articulate and can communicate clearly and effectively (oral and written)Good interpersonal and consultative skillsAbility to problem solve efficientlyDetail oriented and committed to a high level of accuracyAbility to convey technical information to non-technical audiencesBuild and maintain rapport with internal and external partnersPortfolio+ Inc. is an equal opportunity employer, we recruit, hire, train, promote and provide all other privileges of employment to qualified people without regard to age, race, color, creed, national origin, gender, gender identity, gender expression, disability, marital status, veteran status, citizenship status, ethnicity, familial status, religion, sexual orientation or any other classification for which discrimination is prohibited. Please inform us if you have a disability or special need that requires accommodation.Job Types: Full-time, PermanentAdditional pay:Bonus payBenefits:Casual dressDental careDisability insuranceEmployee assistance programEmployee stock purchase planExtended health careFlexible scheduleLife insuranceOn-site parkingPaid time offTuition reimbursementVision careWellness programWork from homeSchedule:8 hour shiftCOVID-19 considerations:PortfolioPlus is a remote first organization. When it is safe to reopen our office, hybridized work options will be permitted for those who want it. Working remotely is our standard arrangement.Expected start date: 2022-03-01",2.6,"Portfolio+ Inc.
2.6",Stouffville,-1,51 to 200 Employees,2019,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Business Analyst,-1,"Avenue Code is the leading software consultancy focused on delivering end-to-end development solutions for digital transformation across every vertical. We’re privately held, profitable, and have been on a solid growth trajectory since day one. We care deeply about our clients, our partners, and our people. We prefer the word ‘partner’ over ‘vendor’, and our investment in professional relationships is a reflection of that philosophy. We pride ourselves on our technical acumen, our collaborative problem-solving ability, and the warm professionalism of our teams


Responsibilities:

Requirements analysis, Product and process documentation, and User acceptance testing.
Write detailed sales and customer-facing playbooks by use case.
Document step by step end-to-end solution guides for Enterprise facing features.
Willingness to roll up sleeves and support customer onboarding through process workarounds and/or innovative tool ideas.


Required Qualifications:

Strong experience as a Business Analyst or as a Business Process documentation specialist
Exceptional analytical and conceptual thinking skills.
Ability to deliver high quality (consumable, accurate, complete, and grammatically correct) documentation in a fast-paced environment.
Excellent planning, organizational, and time management skills.
Prior experience working on B2B solutions specially enterprise customers is a plus.


Does this sound like you? Apply now to become an Avenue Coder! #LI-Remote .",4.4,"Avenue Code
4.4",Canada,-1,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Business Analyst,-1,"Moose Jaw Co-op is hiring a Business Analyst to support our Agriculture Division.
Who we are:
Co-op does business differently. As a co-operative, we believe in working together to serve Western Canadians, delivering profits back to our communities and investing in sustainable growth. To learn more about who we are and how you can help bring our brand to life, visit us at www.moosejawcoop.com.
What you will do:
Reporting to the Agriculture Division Manager, the Business Analyst demonstrates day-to-day behaviors and actions that align with and strengthen the Co-op’s values, mission, and vision. The Business Analyst is responsible for engaging in regular analysis of the agriculture marketplace, products, and services in order to achieve business strategies and maximize financial opportunities. You will be responsible for proactively identifying threats to the business as well as opportunities for growth.
Responsibilities include but are not limited to:
High-level business management support with the intention of translating the Agriculture Division’s vision into initiatives.
Supporting the execution of department strategies and goals by working in collaboration with the Sales and Agronomy team to provide analytics and insights into potential threats to the business and opportunities for growth.
Cultivating and maintaining relationships with industry contacts (i.e., manufacturer/wholesale reps, financial service partners, neighbouring businesses, etc.)
Conducting thorough product, service and process analysis to drive business decisions.
Maximizing financial opportunities for the business. This requires analysis of sales history, forecasting market needs, anticipating customer demand, identifying ways to reduce costs, and maximizing sales margins.
Preparing, administering, and achieving budgeted division goals related to pricing, sales, margin, expenses, and inventory. Provide recommendations in these areas in response to local market needs and competition.
Understanding and capitalizing on special rebates and promotions with the goal of maximizing the manufacturing rebate program. Will create, prepare, and deliver reports as identified.
Analyzing period end statements and completing statement reconciliation.
Collaborating with the Finance Team to ensure a robust internal control audit program, recommend updates to the program, and ensure all variances and deficiencies are followed up on and/or rectified. Responsible for maintaining accurate financial records for tax-related purposes.
Communicating operational requirements, operational changes, coordinating logistics and identifying operational efficiencies for the Agriculture Division.
Why it matters:
Our team provides a range of products and services to support our member-owners. Through the work that we do, we help to build, fuel, feed and grow Western Canadian communities together.
Who you are:
Degree or diploma in Agriculture is required along with 5+ years of experience in the agriculture industry including expertise in crop inputs retail, agronomy, farm business needs, and sales
SIA and/or CCA designation(s) would be considered an asset
Experience in business administration and accounting with a strong financial acumen is preferred
Demonstratable experience with technology and productivity tools, such as MS Office and MS Outlook, and excellent proficiency in MS Excel is required
A working knowledge of logistics and warehousing is an asset.
Very high attention to detail, accuracy of information, and problem-solving skills
Independently motivated, with the ability to take on tasks and duties without immediate direction
Able to multi-task, prioritize, work under pressure, and meet deadlines
Strong oral/written communication skills; able to clearly communicate complex data
Great interpersonal and customer service skills
Ability to travel and work remotely when necessary
Our Team Members receive competitive salaries, a comprehensive benefits package and an employer-contributed pension plan. We encourage our Team Members to take advantage of learning opportunities, to grow and develop and to foster a culture of teamwork and innovation.
At Co-op, we embrace diversity and inclusion, and we are working to create a workplace that is as diverse as the communities we serve. We support and provide an environment that allows all to bring their whole selves to work.
Please apply online or contact careers@moosejawcoop.ca for more information.
The deadline for applications is February 13, 2022.
 We thank all candidates for their interest; however, only those selected to continue in the recruitment process will be contacted.",-1,Moose Jaw Co-operative Association Ltd.,Moose Jaw,-1,-1,-1,-1,-1,-1,-1,-1
Business Analyst,CA$90K - CA$110K (Employer est.),"Sr. Business Analyst Full Time: Permanent PositionLocation: MississaugaExperience: 5+ yrsThe successful candidates possess demonstrated experience in the following areas:MANDATORY: Working as a Business Analyst for a minimum of 5 yearsAbility to work effectively with all levels of the client organizationA successful track recordRequirement: Recent Business Analyst experience in delivering solutionsExperience documenting business rules, processes and data modelsExperience developing business cases or business case summariesExperience developing Use CasesExperience in Business Process ReengineeringExperience facilitating workshopsExperience in QA test planning, testing support and executionExperience with projects spanning multiple technical environmentsExperience working on an Enterprise applicationsExperience working within an Enterprise Architecture environmentExperience with secure exchange of electronic documents between stakeholdersExperience implementing web-based solutionsCompany Overview: A consulting and services company which is into product engineering for fortune 500 companies and startupsReference ID: Sr. Business AnalystJob Types: Full-time, PermanentSalary: $90,000.00-$110,000.00 per yearBenefits:Dental careExtended health careVision careSchedule:Monday to FridayExperience:BA: 5 years (preferred)Work remotely:Temporarily due to COVID-19",-1,Showman Sphere Inc,Mississauga,-1,-1,-1,-1,-1,-1,-1,-1
Business Analyst,-1,"Join our Winning Team as a Business Analyst
When was the last time you bragged about where you work? At CARFAX, we do it every day. Why? Because we’re proud to work for a company with a strong mission and trusted brand. We’re proud to work with people who care about what they do and work hard every day to deliver their best. And just announced, the return of the 4-day work week from Memorial Day through Labor Day! We’ve created the type of company culture where the term, “work- hard play- hard” isn’t just a catchy saying, it’s part of the #CARFAXdifference! Even today, while working remotely temporarily due to COVID-19, our culture is strong, and our team is connected!

Offers of employment may be conditional upon providing evidence of COVID-19 full vaccination.
The CARFAX Car Care Team is looking for a Business Analyst to help engage and retain our existing base of more than 68,000 Car Care Service Shops. The analyst will work closely with the Car Care Management team to help measure and analyze team and product performance. This position reports to the Manager, Car Care Analytics and will include significant time gathering analysis requirements from the business, querying, aggregating, and extracting data from a variety of data warehouses and solutions. The Car Care Analytics team runs on SQL and Advanced Excel with opportunities to stretch into new tools as we grow.
As a Business Analyst you will:
Own and enhance existing Account Management reporting based on data in Salesforce and other CARFAX systems
Perform both ad-hoc and recurring analyses using proprietary CARFAX data from a variety of databases
Present persuasive findings using advanced Excel visualizations and Power Point presentations
Offer front line customer support for internal customers of varied seniority
Serve as a CARFAX subject matter expert for product features and the value they deliver to consumers and partners
To be considered for this role, you will need:
2+ years in a specialist/analyst role supporting data analytic needs
2+ years serving as an analyst with reporting responsibilities for a CRM solution (Salesforce, MS Dynamics, etc)
Advanced Excel skills (pivots, formulas [such as vlookup, countif(s), sumif(s), etc], arrays, charts and other visualizations)
Familiarity with SQL-based relational databases including aggregating/extracting data from a SQL database
Understanding of common performance calculations (% up/down time-over-time, % to goal, year-to-date)",4.6,"Carfax
4.6",London,-1,501 to 1000 Employees,1984,Subsidiary or Business Segment,IT Services,Information Technology,Unknown / Non-Applicable,-1
